area_type,availability,location,total_sqft,bath,balcony,price,BHK,price_per_sqft,sqft_per_bhk
Super built-up  Area,18-Dec,Electronic City,1225.0,3.0,0.0,45.03,3,3675.918,408.333
Super built-up  Area,Ready To Move,Frazer Town,2560.0,3.0,2.0,265.0,3,10351.562,853.333
Plot  Area,Ready To Move,Dasarahalli,2400.0,3.0,3.0,150.0,7,6250.0,342.857
Super built-up  Area,18-Aug,Talaghattapura,1856.0,3.0,2.0,135.0,3,7273.707,618.667
Plot  Area,Ready To Move,Vishwapriya Nagar,2100.0,6.0,2.0,71.0,6,3380.952,350.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1150.0,2.0,2.0,77.0,2,6695.652,575.0
Plot  Area,Ready To Move,Abbigere,1200.0,4.0,1.0,98.0,5,8166.667,240.0
Super built-up  Area,18-Dec,Whitefield,2094.0,2.0,2.0,113.19,3,5405.444,698.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,1485.0,2.0,2.0,67.0,3,4511.785,495.0
Super built-up  Area,Ready To Move,Vimanapura,2500.0,3.0,3.0,75.0,3,3000.0,833.333
Plot  Area,18-Aug,Whitefield,1200.0,2.0,1.0,45.0,2,3750.0,600.0
Super built-up  Area,18-May,Hennur Road,1036.0,2.0,1.0,59.46,2,5739.382,518.0
Plot  Area,Ready To Move,Whitefield,3445.0,5.0,3.0,270.0,4,7837.446,861.25
Super built-up  Area,Ready To Move,Dodsworth Layout,1400.0,2.0,2.0,80.0,2,5714.286,700.0
Super built-up  Area,18-Jul,Bommanahalli,1110.0,2.0,2.0,33.0,2,2972.973,555.0
Built-up  Area,Ready To Move,Kodichikkanahalli,1150.0,2.0,3.0,48.0,2,4173.913,575.0
Super built-up  Area,Ready To Move,Kenchenahalli,715.0,1.0,1.0,45.0,1,6293.706,715.0
Plot  Area,Ready To Move,Magadi Road,1200.0,4.0,0.0,130.0,4,10833.333,300.0
Plot  Area,Ready To Move,Rajaji Nagar,1200.0,3.0,1.0,260.0,5,21666.667,240.0
Super built-up  Area,Ready To Move,Jakkur,2283.0,4.0,2.0,130.0,4,5694.262,570.75
Plot  Area,Ready To Move,1st Stage Radha Krishna Layout,1790.0,5.0,1.0,250.0,6,13966.48,298.333
Super built-up  Area,18-Apr,Hormavu,1453.0,2.0,2.0,43.58,3,2999.312,484.333
Built-up  Area,Ready To Move,Nagarbhavi,1400.0,2.0,1.0,85.0,3,6071.429,466.667
Super built-up  Area,Ready To Move,Padmanabhanagar,1400.0,3.0,0.0,65.0,3,4642.857,466.667
Super built-up  Area,Ready To Move,Whitefield,1700.0,3.0,1.0,140.0,3,8235.294,566.667
Super built-up  Area,18-Dec,Kanakpura Road,1591.0,3.0,1.0,120.0,3,7542.426,530.333
Super built-up  Area,Ready To Move,Nagarbhavi,1515.0,2.0,1.0,79.0,3,5214.521,505.0
Built-up  Area,Ready To Move,Marathahalli,2500.0,3.0,3.0,200.0,5,8000.0,500.0
Super built-up  Area,18-Aug,Chandapura,975.0,2.0,1.0,24.86,2,2549.744,487.5
Super built-up  Area,Ready To Move,Yeshwanthpur,1382.0,2.0,2.0,76.18,3,5512.301,460.667
Plot  Area,Ready To Move,Nagasandra,1750.0,5.0,2.0,350.0,7,20000.0,250.0
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,1533.0,3.0,2.0,150.0,3,9784.736,511.0
Super built-up  Area,18-Feb,Cunningham Road,3815.0,3.0,1.0,763.0,3,20000.0,1271.667
Super built-up  Area,Ready To Move,Amarjyothi Colony,1100.0,2.0,2.0,38.0,2,3454.545,550.0
Super built-up  Area,Ready To Move,Dairy Circle,3730.0,6.0,2.0,450.0,4,12064.343,932.5
Super built-up  Area,Ready To Move,Banashankari Stage II,1500.0,2.0,1.0,120.0,3,8000.0,500.0
Super built-up  Area,Ready To Move,Yelahanka,1391.0,2.0,2.0,64.5,3,4636.952,463.667
Super built-up  Area,Ready To Move,Begur Road,1160.0,2.0,2.0,42.92,2,3700.0,580.0
Built-up  Area,Ready To Move,Chandapura,620.0,1.0,1.0,27.0,1,4354.839,620.0
Plot  Area,Ready To Move,MS Pallya,2400.0,9.0,3.0,350.0,8,14583.333,300.0
Plot  Area,Ready To Move,Vidyaranyapura,1200.0,7.0,3.0,130.0,8,10833.333,150.0
Built-up  Area,18-Jun,Whitefield,4827.0,4.0,3.0,400.0,4,8286.721,1206.75
Super built-up  Area,Ready To Move,Kanakpura Road,1482.0,3.0,3.0,60.98,3,4114.71,494.0
Super built-up  Area,Ready To Move,Whitefield,1405.0,2.0,2.0,84.5,2,6014.235,702.5
Built-up  Area,Ready To Move,Gunjur,1190.0,2.0,2.0,40.0,2,3361.345,595.0
Super built-up  Area,Ready To Move,Harlur,1174.0,2.0,1.0,78.0,2,6643.952,587.0
Plot  Area,Ready To Move,Seegehalli,1155.0,2.0,0.0,72.0,2,6233.766,577.5
Super built-up  Area,19-Mar,Thanisandra,1411.0,3.0,1.0,93.04,3,6593.905,470.333
Super built-up  Area,Ready To Move,Jalahalli West,745.0,2.0,0.0,50.0,2,6711.409,372.5
Super built-up  Area,Ready To Move,Kereguddadahalli,1000.0,2.0,2.0,30.0,2,3000.0,500.0
Super built-up  Area,Ready To Move,Jigani,923.0,2.0,1.0,50.0,2,5417.118,461.5
Built-up  Area,Ready To Move,Yeshwanthpur,1000.0,2.0,2.0,32.0,2,3200.0,500.0
Super built-up  Area,Ready To Move,Battarahalli,1276.0,2.0,2.0,45.0,2,3526.646,638.0
Built-up  Area,Ready To Move,Devasthanagalu,1460.0,3.0,2.0,70.0,3,4794.521,486.667
Super built-up  Area,19-Jul,Yemlur,1355.0,2.0,1.0,95.0,2,7011.07,677.5
Super built-up  Area,Ready To Move,Avalahalli,833.0,1.0,1.0,49.0,1,5882.353,833.0
Built-up  Area,Ready To Move,Bapuji Layout,1200.0,8.0,2.0,275.0,8,22916.667,150.0
Plot  Area,Ready To Move,Cambridge Layout,1750.0,5.0,1.0,450.0,5,25714.286,350.0
Super built-up  Area,18-Dec,Ramamurthy Nagar,1200.0,2.0,1.0,48.0,2,4000.0,600.0
Super built-up  Area,Ready To Move,Yeshwanthpur,669.0,1.0,1.0,36.85,1,5508.221,669.0
Plot  Area,Ready To Move,7th Phase JP Nagar,2200.0,4.0,2.0,105.0,3,4772.727,733.333
Super built-up  Area,18-May,Koramangala,1594.0,3.0,2.0,125.0,3,7841.907,531.333
Super built-up  Area,Ready To Move,Kothanur,1790.0,3.0,2.0,105.0,3,5865.922,596.667
Super built-up  Area,Ready To Move,NGR Layout,1020.0,2.0,1.0,45.0,2,4411.765,510.0
Plot  Area,Ready To Move,Doddanekundi,3250.0,5.0,1.0,850.0,4,26153.846,812.5
Super built-up  Area,Ready To Move,Vasantapura main road,1037.0,2.0,1.0,36.28,2,3498.554,518.5
Super built-up  Area,Ready To Move,Whitefield,1345.0,2.0,2.0,57.0,3,4237.918,448.333
Super built-up  Area,Ready To Move,Kodichikkanahalli,1070.0,2.0,3.0,43.0,2,4018.692,535.0
Super built-up  Area,Ready To Move,Sector 6 HSR Layout,3000.0,5.0,2.0,270.0,4,9000.0,750.0
Super built-up  Area,Ready To Move,Yeshwanthpur,1385.0,2.0,2.0,76.18,3,5500.361,461.667
Super built-up  Area,Ready To Move,Kanakpura Road,1207.0,2.0,2.0,79.9,2,6619.718,603.5
Super built-up  Area,Ready To Move,Varthur,1140.0,2.0,3.0,55.5,2,4868.421,570.0
Built-up  Area,Ready To Move,Basavanapura,1220.0,2.0,2.0,68.0,2,5573.77,610.0
Plot  Area,Ready To Move,CQAL Layout,3811.0,3.0,2.0,475.0,4,12463.92,952.75
Super built-up  Area,Ready To Move,Iblur Village,3596.0,5.0,0.0,252.0,4,7007.786,899.0
Built-up  Area,Ready To Move,Sarjapur  Road,1965.0,3.0,3.0,120.0,3,6106.87,655.0
Built-up  Area,Ready To Move,Koramangala,1760.0,2.0,0.0,115.0,3,6534.091,586.667
Super built-up  Area,18-Mar,Haralur Road,1225.0,2.0,1.0,70.0,2,5714.286,612.5
Super built-up  Area,Ready To Move,Marathahalli,1075.0,2.0,2.0,52.43,2,4877.209,537.5
Built-up  Area,Ready To Move,Panathur,1000.0,2.0,1.0,68.0,2,6800.0,500.0
Super built-up  Area,Ready To Move,Yelahanka,1322.0,2.0,2.0,86.0,2,6505.295,661.0
Plot  Area,Ready To Move,Mathikere,1095.0,3.0,0.0,215.0,3,19634.703,365.0
Built-up  Area,Ready To Move,Bellandur,3600.0,4.0,0.0,260.0,4,7222.222,900.0
Super built-up  Area,Ready To Move,AECS Layout,1045.0,2.0,1.0,36.58,2,3500.478,522.5
Super built-up  Area,Ready To Move,Venugopal Reddy Layout,1545.0,3.0,3.0,85.0,3,5501.618,515.0
Super built-up  Area,Ready To Move,Thanisandra,1996.0,3.0,2.0,135.0,3,6763.527,665.333
Super built-up  Area,Ready To Move,Brookefield,1125.0,2.0,2.0,70.0,2,6222.222,562.5
Super built-up  Area,18-Apr,Mysore Road,1560.0,3.0,1.0,115.0,3,7371.795,520.0
Super built-up  Area,Ready To Move,BEML Layout,2000.0,2.0,2.0,85.0,3,4250.0,666.667
Built-up  Area,Ready To Move,Murugeshpalya,3100.0,4.0,2.0,310.0,4,10000.0,775.0
Built-up  Area,Ready To Move,Lake City,780.0,2.0,1.0,35.0,2,4487.179,390.0
Plot  Area,Ready To Move,Lakshmipura,1350.0,2.0,1.0,110.0,2,8148.148,675.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2275.0,4.0,2.0,180.0,3,7912.088,758.333
Super built-up  Area,Ready To Move,Pragathi Nagar,1350.0,2.0,2.0,41.0,2,3037.037,675.0
Super built-up  Area,Ready To Move,Haralur Road,1464.0,3.0,3.0,56.0,3,3825.137,488.0
Super built-up  Area,Ready To Move,Dasanapura,708.0,1.0,0.0,28.32,1,4000.0,708.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1680.0,3.0,1.0,160.0,3,9523.81,560.0
Super built-up  Area,Ready To Move,Hoodi,1400.0,2.0,1.0,82.0,2,5857.143,700.0
Super built-up  Area,Ready To Move,Bellandur,1310.0,2.0,2.0,72.0,2,5496.183,655.0
Built-up  Area,Ready To Move,BTM Layout,3300.0,6.0,3.0,165.0,6,5000.0,550.0
Super built-up  Area,18-May,Electronics City Phase 1,1175.0,2.0,1.0,57.0,2,4851.064,587.5
Built-up  Area,Ready To Move,Chikkalasandra,1428.0,2.0,1.0,80.0,3,5602.241,476.0
Plot  Area,Ready To Move,Akshaya Nagar,750.0,4.0,2.0,62.0,4,8266.667,187.5
Super built-up  Area,Ready To Move,Whitefield,3252.0,4.0,3.0,280.0,4,8610.086,813.0
Plot  Area,Ready To Move,Old Town,750.0,8.0,2.0,200.0,8,26666.667,93.75
Super built-up  Area,18-Jun,8th Phase JP Nagar,1080.0,2.0,2.0,35.0,2,3240.741,540.0
Super built-up  Area,Ready To Move,Vijaya Bank Layout,1200.0,2.0,1.0,68.0,3,5666.667,400.0
Plot  Area,17-Dec,Whitefield,1200.0,2.0,1.0,45.0,2,3750.0,600.0
Plot  Area,Ready To Move,Okalipura,1200.0,4.0,3.0,120.0,5,10000.0,240.0
Built-up  Area,18-Dec,Bommasandra Industrial Area,1320.0,2.0,1.0,38.13,3,2888.636,440.0
Super built-up  Area,20-Jan,Badavala Nagar,1842.0,3.0,2.0,115.0,3,6243.214,614.0
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1146.0,2.0,3.0,55.0,2,4799.302,573.0
Super built-up  Area,20-Aug,Rachenahalli,440.0,1.0,1.0,28.0,1,6363.636,440.0
Super built-up  Area,Ready To Move,Sahakara Nagar,1048.0,2.0,3.0,50.0,2,4770.992,524.0
Super built-up  Area,Ready To Move,Thanisandra,1801.0,3.0,1.0,115.0,3,6385.341,600.333
Super built-up  Area,19-Mar,Hennur Road,1232.0,2.0,1.0,69.61,2,5650.162,616.0
Super built-up  Area,Ready To Move,Whitefield,1150.0,2.0,2.0,90.0,2,7826.087,575.0
Super built-up  Area,21-Mar,Talaghattapura,1868.0,3.0,1.0,120.0,3,6423.983,622.667
Super built-up  Area,18-Apr,Begur,1445.0,2.0,2.0,47.1,3,3259.516,481.667
Super built-up  Area,Ready To Move,Hebbal Kempapura,1466.0,2.0,3.0,140.0,3,9549.795,488.667
Built-up  Area,Ready To Move,Harlur,1730.0,3.0,2.0,100.0,3,5780.347,576.667
Super built-up  Area,18-Dec,JP Nagar,3860.0,3.0,2.0,402.0,3,10414.508,1286.667
Super built-up  Area,Ready To Move,Somasundara Palya,1185.0,2.0,3.0,70.0,2,5907.173,592.5
Built-up  Area,Ready To Move,Yeshwanthpur,3027.0,4.0,3.0,260.0,3,8589.362,1009.0
Built-up  Area,20-Dec,Whitefield,2400.0,4.0,3.0,147.0,4,6125.0,600.0
Built-up  Area,Ready To Move,Kaval Byrasandra,1185.0,2.0,1.0,49.0,2,4135.021,592.5
Super built-up  Area,18-Aug,Hongasandra,1150.0,2.0,2.0,49.0,2,4260.87,575.0
Plot  Area,Ready To Move,Maruthi Extension,2000.0,4.0,2.0,180.0,5,9000.0,400.0
Plot  Area,Ready To Move,Vidyapeeta,875.0,3.0,1.0,98.0,6,11200.0,145.833
Super built-up  Area,Ready To Move,Pai Layout,1075.0,2.0,2.0,35.0,2,3255.814,537.5
Super built-up  Area,Ready To Move,Hebbal,1760.0,3.0,2.0,123.0,3,6988.636,586.667
Super built-up  Area,Ready To Move,Banashankari,1600.0,2.0,1.0,63.98,2,3998.75,800.0
Plot  Area,Ready To Move,Madiwala,910.0,4.0,1.0,140.0,4,15384.615,227.5
Super built-up  Area,Ready To Move,Haralur Road,1000.0,2.0,1.0,78.0,2,7800.0,500.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1215.0,2.0,2.0,90.0,2,7407.407,607.5
Super built-up  Area,Ready To Move,EPIP Zone,1734.0,3.0,3.0,125.0,3,7208.766,578.0
Super built-up  Area,Ready To Move,Akshaya Nagar,1280.0,2.0,1.0,60.0,2,4687.5,640.0
Super built-up  Area,Ready To Move,Rachenahalli,1113.0,2.0,1.0,55.0,2,4941.599,556.5
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1272.0,2.0,2.0,48.0,2,3773.585,636.0
Built-up  Area,Ready To Move,Kereguddadahalli,1240.0,3.0,2.0,41.0,3,3306.452,413.333
Built-up  Area,Ready To Move,Varthur,704.0,8.0,3.0,92.0,8,13068.182,88.0
Super built-up  Area,Ready To Move,Yelahanka,1100.0,2.0,1.0,70.0,2,6363.636,550.0
Super built-up  Area,19-Apr,Ambalipura,896.0,2.0,1.0,30.13,2,3362.723,448.0
Super built-up  Area,Ready To Move,Rachenahalli,3657.0,5.0,2.0,220.0,4,6015.86,914.25
Super built-up  Area,Ready To Move,BTM 2nd Stage,1200.0,2.0,0.0,35.0,2,2916.667,600.0
Built-up  Area,Ready To Move,Ramagondanahalli,2800.0,4.0,3.0,155.0,4,5535.714,700.0
Built-up  Area,Ready To Move,Ambalipura,3500.0,3.0,2.0,198.0,3,5657.143,1166.667
Built-up  Area,Ready To Move,Ramamurthy Nagar,3600.0,3.0,2.0,150.0,3,4166.667,1200.0
Built-up  Area,Ready To Move,Sarjapur,1500.0,2.0,2.0,30.0,2,2000.0,750.0
Plot  Area,Ready To Move,Meenakshi Layout,1200.0,7.0,0.0,220.0,8,18333.333,150.0
Super built-up  Area,Ready To Move,S R Layout,1096.0,2.0,2.0,48.0,2,4379.562,548.0
Built-up  Area,Ready To Move,Cholanayakanahalli,580.0,2.0,0.0,95.0,2,16379.31,290.0
Super built-up  Area,Ready To Move,GD Layout,1094.0,2.0,1.0,44.0,2,4021.938,547.0
Super built-up  Area,Ready To Move,Vittal Nagar,1100.0,2.0,2.0,49.0,2,4454.545,550.0
Super built-up  Area,Ready To Move,Iblur Village,2987.5,5.0,0.0,191.0,4,6393.305,746.875
Super built-up  Area,19-Sep,Koramangala,2503.0,6.0,2.0,325.0,4,12984.419,625.75
Super built-up  Area,Ready To Move,Nagarbhavi,1145.0,2.0,2.0,40.0,2,3493.45,572.5
Super built-up  Area,Ready To Move,Rachenahalli,1550.0,3.0,2.0,74.5,3,4806.452,516.667
Super built-up  Area,Ready To Move,Seegehalli,1830.0,4.0,2.0,82.0,3,4480.874,610.0
Super built-up  Area,19-Dec,Hoodi,1746.0,3.0,3.0,84.95,3,4865.407,582.0
Built-up  Area,Ready To Move,Maruthi Sevanagar,1280.0,4.0,1.0,115.0,4,8984.375,320.0
Super built-up  Area,20-Aug,Kengeri,918.0,2.0,1.0,27.54,2,3000.0,459.0
Super built-up  Area,18-Jul,Chandapura,645.0,1.0,1.0,16.45,1,2550.388,645.0
Super built-up  Area,Ready To Move,Banashankari Stage III,1305.0,2.0,1.0,60.0,3,4597.701,435.0
Super built-up  Area,Ready To Move,Thigalarapalya,1207.0,2.0,2.0,62.0,2,5136.703,603.5
Built-up  Area,Ready To Move,Thanisandra,1678.0,3.0,2.0,125.0,3,7449.344,559.333
Super built-up  Area,Ready To Move,Kaggalipura,950.0,2.0,1.0,50.0,2,5263.158,475.0
Plot  Area,Ready To Move,Munnekollal,1200.0,7.0,2.0,240.0,10,20000.0,120.0
Super built-up  Area,18-Feb,Electronic City,1070.0,2.0,1.0,55.0,2,5140.187,535.0
Super built-up  Area,Ready To Move,Ardendale,1732.46,3.0,2.0,92.0,3,5310.368,577.487
Super built-up  Area,Ready To Move,Attibele,1639.0,2.0,1.0,40.98,3,2500.305,546.333
Super built-up  Area,Ready To Move,Marathahalli,1360.0,2.0,1.0,103.0,2,7573.529,680.0
Plot  Area,Ready To Move,Malleshpalya,2592.0,4.0,2.0,250.0,4,9645.062,648.0
Plot  Area,Ready To Move,RMV 2nd Stage,4470.0,3.0,2.0,700.0,3,15659.955,1490.0
Plot  Area,Ready To Move,Kithaganur,720.0,4.0,3.0,62.0,5,8611.111,144.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1656.0,3.0,2.0,150.0,3,9057.971,552.0
Super built-up  Area,Ready To Move,Sarjapur  Road,985.0,2.0,1.0,49.0,2,4974.619,492.5
Super built-up  Area,Ready To Move,Dodda Nekkundi,1999.0,3.0,2.0,135.0,3,6753.377,666.333
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1050.0,2.0,1.0,75.0,2,7142.857,525.0
Super built-up  Area,Ready To Move,Whitefield,1440.0,2.0,2.0,64.0,3,4444.444,480.0
Super built-up  Area,Ready To Move,Basavangudi,1600.0,2.0,2.0,160.0,3,10000.0,533.333
Super built-up  Area,17-Nov,Ramagondanahalli,1253.0,2.0,1.0,52.66,2,4202.713,626.5
Plot  Area,Ready To Move,Shirdi Sai Nagar,1200.0,3.0,0.0,85.0,3,7083.333,400.0
Super built-up  Area,Ready To Move,Padmanabhanagar,1360.0,2.0,3.0,75.0,3,5514.706,453.333
Super built-up  Area,Ready To Move,Hagadur,1086.0,2.0,1.0,47.5,2,4373.849,543.0
Super built-up  Area,Ready To Move,Wilson Garden,1655.0,3.0,2.0,155.0,3,9365.559,551.667
Plot  Area,17-Feb,Old Madras Road,2600.0,4.0,2.0,260.0,4,10000.0,650.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1418.0,2.0,2.0,78.0,2,5500.705,709.0
Super built-up  Area,Ready To Move,Kalena Agrahara,1270.0,2.0,2.0,100.0,2,7874.016,635.0
Super built-up  Area,19-Jan,"JP Nagar 7th Phase, ",1150.0,2.0,1.0,74.0,2,6434.783,575.0
Plot  Area,Ready To Move,Ramamurthy Nagar,600.0,3.0,2.0,45.0,2,7500.0,300.0
Built-up  Area,Ready To Move,Raghuvanahalli,1440.0,3.0,2.0,65.8,3,4569.444,480.0
Plot  Area,Ready To Move,J C Nagar,1200.0,2.0,0.0,108.0,3,9000.0,400.0
Super built-up  Area,Ready To Move,Sadduguntepalya,1200.0,2.0,2.0,75.0,2,6250.0,600.0
Super built-up  Area,Ready To Move,Begur Road,1410.0,2.0,3.0,50.06,3,3550.355,470.0
Plot  Area,Ready To Move,Chandapura,1200.0,5.0,2.0,92.0,4,7666.667,300.0
Plot  Area,Ready To Move,Jalahalli,600.0,3.0,2.0,60.0,3,10000.0,200.0
Built-up  Area,18-Dec,Whitefield,624.0,1.0,1.0,35.0,1,5608.974,624.0
Super built-up  Area,Ready To Move,Electronic City,1060.0,2.0,1.0,58.0,2,5471.698,530.0
Super built-up  Area,20-Dec,Hebbal,3960.0,5.0,3.0,386.0,4,9747.475,990.0
Plot  Area,Ready To Move,Vidyaranyapura,1200.0,4.0,2.0,175.0,4,14583.333,300.0
Built-up  Area,Ready To Move,Sarjapur,1917.0,3.0,0.0,60.0,4,3129.89,479.25
Super built-up  Area,Ready To Move,KR Puram,950.0,2.0,1.0,40.0,2,4210.526,475.0
Plot  Area,18-Dec,Channasandra,3040.0,2.0,1.0,48.0,2,1578.947,1520.0
Super built-up  Area,18-May,BTM 2nd Stage,1250.0,3.0,1.0,50.0,3,4000.0,416.667
Super built-up  Area,Ready To Move,Vishwapriya Layout,1235.0,2.0,2.0,60.0,2,4858.3,617.5
Super built-up  Area,Ready To Move,Budigere,722.0,1.0,0.0,46.0,1,6371.191,722.0
Plot  Area,Ready To Move,Kanakpura Road,2775.0,3.0,1.0,165.0,4,5945.946,693.75
Built-up  Area,Ready To Move,Sarjapur  Road,1200.0,2.0,1.0,93.0,2,7750.0,600.0
Built-up  Area,Ready To Move,Bannerghatta Road,1400.0,3.0,2.0,68.0,3,4857.143,466.667
Built-up  Area,Ready To Move,Mallathahalli,1225.0,3.0,3.0,60.0,3,4897.959,408.333
Super built-up  Area,Ready To Move,Marathahalli,1220.0,2.0,1.0,58.5,2,4795.082,610.0
Super built-up  Area,Ready To Move,Nagavarapalya,705.0,1.0,1.0,52.5,1,7446.809,705.0
Super built-up  Area,Ready To Move,Battarahalli,1880.0,3.0,2.0,94.36,3,5019.149,626.667
Plot  Area,Ready To Move,Yelahanka,1200.0,2.0,1.0,70.0,2,5833.333,600.0
Built-up  Area,Ready To Move,Doddakammanahalli,1550.0,2.0,1.0,60.0,3,3870.968,516.667
Super built-up  Area,Ready To Move,Lingadheeranahalli,1893.0,3.0,1.0,130.0,3,6867.406,631.0
Super built-up  Area,Ready To Move,HMT Layout,1650.0,3.0,2.0,75.0,3,4545.455,550.0
Built-up  Area,Ready To Move,Chikkathoguru,1113.0,2.0,2.0,46.0,2,4132.974,556.5
Plot  Area,Ready To Move,BEL Road,1500.0,2.0,0.0,203.0,2,13533.333,750.0
Plot  Area,Ready To Move,Kamakshipalya,1800.0,9.0,1.0,180.0,9,10000.0,200.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1586.0,3.0,3.0,70.0,3,4413.619,528.667
Plot  Area,Ready To Move,Seegehalli,4000.0,3.0,1.0,235.0,3,5875.0,1333.333
Super built-up  Area,Ready To Move,Yelahanka New Town,1541.0,3.0,3.0,80.0,3,5191.434,513.667
Super built-up  Area,18-Dec,Haralur Road,1830.0,3.0,2.0,101.0,3,5519.126,610.0
Super built-up  Area,Ready To Move,Kodigehalli,1200.0,2.0,2.0,48.0,2,4000.0,600.0
Plot  Area,Ready To Move,Bidrahalli,1800.0,2.0,0.0,72.0,3,4000.0,600.0
Super built-up  Area,18-Jun,Bommasandra,1015.0,2.0,1.0,40.0,2,3940.887,507.5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1120.0,2.0,2.0,37.95,2,3388.393,560.0
Super built-up  Area,21-Dec,Hoodi,706.0,1.0,1.0,48.24,1,6832.861,706.0
Plot  Area,Ready To Move,Medi Agrahara,1350.0,4.0,2.0,85.0,4,6296.296,337.5
Plot  Area,Ready To Move,Kumaraswami Layout,610.0,4.0,2.0,95.0,6,15573.77,101.667
Plot  Area,Ready To Move,Kanakpura Road,1900.0,3.0,1.0,99.0,3,5210.526,633.333
Plot  Area,Ready To Move,Harlur,1200.0,4.0,2.0,243.0,4,20250.0,300.0
Built-up  Area,Ready To Move,Seegehalli,3000.0,5.0,3.0,150.0,4,5000.0,750.0
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,42.0,3,3906.977,358.333
Super built-up  Area,19-Jul,Kanakpura Road,1290.0,2.0,3.0,80.0,2,6201.55,645.0
Super built-up  Area,Ready To Move,Akshaya Nagar,1200.0,2.0,1.0,50.0,2,4166.667,600.0
Built-up  Area,Ready To Move,Hormavu,1150.0,2.0,1.0,53.11,2,4618.261,575.0
Super built-up  Area,Ready To Move,Uttarahalli,1360.0,2.0,3.0,61.2,3,4500.0,453.333
Carpet  Area,Ready To Move,4th Block Koramangala,4500.0,9.0,2.0,500.0,9,11111.111,500.0
Super built-up  Area,20-Dec,whitefiled,935.0,2.0,1.0,32.73,2,3500.535,467.5
Super built-up  Area,Ready To Move,Cox Town,1730.0,3.0,3.0,140.0,3,8092.486,576.667
Super built-up  Area,Ready To Move,Sarjapur  Road,1260.0,2.0,2.0,53.0,2,4206.349,630.0
Built-up  Area,Ready To Move,Banagiri Nagar,675.0,6.0,2.0,125.0,6,18518.519,112.5
Plot  Area,Ready To Move,Marathahalli,4000.0,4.0,1.0,650.0,4,16250.0,1000.0
Super built-up  Area,Ready To Move,Marathahalli,950.0,2.0,1.0,45.68,2,4808.421,475.0
Plot  Area,Ready To Move,Subbannaiah Palya,600.0,3.0,2.0,85.0,2,14166.667,300.0
Built-up  Area,Ready To Move,Vadarpalya,2500.0,5.0,2.0,120.0,5,4800.0,500.0
Super built-up  Area,17-May,Hegde Nagar,3216.0,5.0,2.0,300.0,4,9328.358,804.0
Plot  Area,Ready To Move,N R Layout,800.0,3.0,2.0,120.0,6,15000.0,133.333
Super built-up  Area,Ready To Move,Budigere,1991.0,4.0,2.0,88.0,3,4419.89,663.667
Super built-up  Area,Ready To Move,Sarjapur  Road,1115.0,2.0,1.0,60.0,2,5381.166,557.5
Super built-up  Area,Ready To Move,Koramangala,1900.0,3.0,3.0,150.0,3,7894.737,633.333
Super built-up  Area,18-May,Whitefield,1109.0,2.0,1.0,41.49,2,3741.208,554.5
Super built-up  Area,Ready To Move,Rajiv Nagar,2340.0,5.0,1.0,129.0,4,5512.821,585.0
Plot  Area,Ready To Move,Judicial Layout,1200.0,6.0,2.0,300.0,6,25000.0,200.0
Plot  Area,Ready To Move,Whitefield,4356.0,5.0,1.0,850.0,4,19513.315,1089.0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,1005.0,2.0,1.0,43.0,2,4278.607,502.5
Super built-up  Area,19-Aug,Kengeri,416.0,1.0,1.0,19.5,1,4687.5,416.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,1394.0,2.0,1.0,100.0,2,7173.601,697.0
Super built-up  Area,Ready To Move,Harlur,2138.0,3.0,2.0,110.0,3,5144.995,712.667
Built-up  Area,Ready To Move,Richards Town,1550.0,3.0,2.0,160.0,3,10322.581,516.667
Super built-up  Area,Ready To Move,Nagavarapalya,1300.0,3.0,1.0,80.0,3,6153.846,433.333
Super built-up  Area,Ready To Move,Thanisandra,1265.0,2.0,2.0,82.0,2,6482.213,632.5
Built-up  Area,Ready To Move,Manorayana Palya,1140.0,2.0,2.0,52.0,2,4561.404,570.0
Carpet  Area,Ready To Move,BCC Layout,1050.0,2.0,3.0,40.0,2,3809.524,525.0
Built-up  Area,Ready To Move,Thanisandra,1100.0,2.0,1.0,48.0,2,4363.636,550.0
Super built-up  Area,18-May,Varthur,1012.0,2.0,1.0,59.0,2,5830.04,506.0
Plot  Area,18-May,Varthur,1600.0,4.0,3.0,112.0,4,7000.0,400.0
Super built-up  Area,Ready To Move,Yelahanka,1326.0,2.0,2.0,57.0,2,4298.643,663.0
Built-up  Area,Ready To Move,Hebbal Kempapura,1654.0,2.0,3.0,85.0,3,5139.057,551.333
